ts_code,concept,business,q_np_change
600568.SH,"互联医疗,免疫治疗,生物医药,病毒防治","房地产开发与医药产品的生产与销售,医疗行业的设备研发及生产制造",-7.30%
000980.SZ,"无人驾驶,氢能源,乘用车,新能源车",汽车整车生产制造。,39.30%
002464.SZ,"电商概念,大数据,网红直播,网络游戏,电子商务B2B",游戏电子商务平台,-44.00%
300989.SZ,"次新股,其他专业服务","公司致力于为政府及各类开发建设主体提供精准有效并兼具操作性的建设规划解决方案,主营业务包括规划设计和工程设计。",14.00%
300986.SZ,"铝,次新股","公司专注于为客户提供建筑铝模系统的研发、设计、生产、销售、租赁和相应的技术指导等综合服务,系专业从事建筑铝模系统的综合服务提供商",361.20%
300985.SZ,"金属制品,氢能源,次新股",车载LNG供气系统的研发、生产和销售,-17.10%
605009.SH,"医疗器械,其他轻工,口罩,二胎概念,次新股,消毒剂",妇、幼、成人卫生护理用品的研发、制造与销售,-9.90%
603906.SH,"尾气治理,其他化学制品,节能环保,锂电池",车用环保精细化学品的研发、生产和销售。,168.40%
300076.SZ,"智慧城市,增强现实,创业板综,长江三角,智能机器,MiniLED,人工智能,国家安防,显示器件","大屏拼接显示系统的研发、生产及销售,提供公安、消防、电力、检察院、交通、军事、能源、公用事业及大型企业等行业客户大屏显示的综合解决方案,并以此构建云计算、人工智能、大数据等硬软结合的互联网应用平台。",-322.00%
001203.SZ,"基本金属,铁矿石",铁矿石采选、铁精粉和球团的生产销售以及机制砂石的加工销售。,561.70%
600182.SH,"轮胎,东北振兴","公司所在行业为橡胶工业所属的轮胎制造业,主营轮胎生产和销售。",34.80%
300370.SZ,"国产芯片,网络安全,电气自控设备,创投,物联网,边缘计算,创业板综,工业4.0,水利建设,天然气,国家安防,油气设服,工业互联","聚焦于自动化、工控安全、智能制造等领域产品技术核心能力和场景应用能力的提升,重点关注工业互联网技术创新和行业应用实践的结合,在自动化、油气服务、智慧产业三大业务领域为客户提供具有自主知识产权的产品、技术、整体解决方案及服务,致力于让客户的工作更加智能、高效、安全和环保",4.80%
600408.SH,"煤化工,焦炭","生产、销售焦炭及副产品、化肥(硫铵)、相关化工产品(国家限定的除外)、生铁、钢材、水泥、水泥制品、电力、碳素制品;煤炭洗选;石灰石开采、加工;货物运输;新产品开发;批发零售矿产品(除国家专控品)、化工原料(除易燃易爆易腐蚀危险品)、普通机械、汽车(除小轿车)、日杂百货、农副产品(除国家专控品);自营和代理各类商品及技术的进出口业务,但国家限定经营或禁止的商品及技术除外;实业投资。",4452.10%
002592.SZ,"免疫治疗,工业大麻,燃料电池,汽车零部件",汽车零部件制造及文化演艺业务,214.60%
002776.SZ,"医疗器械,口罩,服装,网红直播","专注于服装设计,同时根据客户要求对公司设计款式提供配套组
织生产服务.",-134.30%
000802.SZ,"影视概念,北京冬奥,影视",旅游项目投资、饮食服务、文化娱乐服务、出租汽车客运、旅游信息咨询、销售百货、建筑材料生产销售、商品房开发等。,-35.70%
002569.SZ,"股权激励,服装,生态农业",“步森”品牌男装的设计、生产和销售。,-56.90%
600193.SH,"综合,小金属,稀土永磁","矿业投资,实业投资,从事货物及技术的进出口业务。",754.80%
600403.SH,"长江三角,煤炭开采洗选",煤炭生产与销售。,284.10%
002005.SZ,"电商概念,LED,MiniLED",小家电及LED双主营业务,18.20%
600877.SH,"国产芯片,电池材料,成渝特区,航天概念",特种锂离子电源的研发、生产、销售和技术服务。,-61.70%
600601.SH,"智慧城市,长江三角,PCB,在线教育,华为概念,云计算,5G概念,RCS概念,PC、服务器及硬件,国产软件",“方正”品牌系列的电脑、笔记本、服务器、打印机、数码相机等产品的研发、生产、销售、服务业务。,-42.20%
002102.SZ,"健康中国,维生素,电商概念,贸易,黄金概念",医药中间体、维生素E研发、生产、销售业务;塑贸电商业务;投资性房地产业务;黄金采矿业务;商业保理业务。,80.10%
601399.SH,"矿山冶金机械,核能核电,一带一路,次新股,风能","大型冶金成套装备、清洁能源装备、重型石化容器、大型铸锻件等机械装备的研发与制造,国内外冶金、矿山、港口、交通基础设施、输变电工程等行业的工程设计和总承包,以及带资运营、进出口贸易、工程服务等业务",94.90%
000572.SZ,"充电桩,乘用车,无人驾驶,共享经济,新能源车,氢能源,车联网",汽车制造及服务,25.90%
000616.SZ,"区块链,养老概念,房地产开发,东北振兴","房地产行业,基金管理费及养老服务行业",124.30%
600387.SH,"长江三角,创投,石油天然气贸易",汽柴油、液化气的仓储、批发和零售;股权投资和物业租赁;各类油品和液体化学品的码头装卸;仓储以及贸易;丙烯、异辛烷、甲乙酮等产品生产等业务。,-51.20%
002700.SZ,"天然气,燃气","天然气的运输(含管道运输)、加工、销售与服务业务,以及天然气入户安装工程业务。",79.00%
002504.SZ,"装修装饰,虚拟现实,军工,创投",建筑装饰工程项目的设计服务、建筑/装饰/幕墙/机电设备/软装家具/园林景观等采购安装施工服务,42.00%
000525.SZ,"蝗虫防治,维生素,长寿药,草甘膦,长江三角,农药",农药、精细化工的生产、销售、技术咨询和服务。,112.90%
600608.SH,"长江三角,特钢",通信网络设备、计算机信息工程、集成电路设计与销售、智能社区网络、异型钢管及酒店服务等。,-202.10%
603007.SH,"海绵城市,园林工程","市政园林景观、旅游景观、道路绿化和地产景观等领域的园林绿化工程设计和施工业务,同时少量兼营花卉苗木的种植业务。",3.20%
601113.SH,"快递概念,电商概念,节能环保,锦纶",民用锦纶长丝的研发、制造和销售。,140.00%
600421.SH,其他专业服务,"从事房屋建筑PC构件所配套的模具、模台以及各类工装货架的生产和销售,从事墓地代理销售及殡葬服务。",-5.00%
601020.SH,"铅锌,黄金概念,小金属",主要从事有色金属采矿、选矿、地质勘查及贸易业务,282.60%
002650.SZ,调味品,酱油、食用植物油和其他调味品的研发、生产和销售。,-21.10%
600080.SH,"独家药品,医疗器械,生物医药",生物制药、旅游、影视开发等。,281.40%
300269.SZ,"LED,创业板综,深圳特区,MiniLED,MicroLED,显示器件",LED显示业务、数字营销业务、户外广告业务。,39.20%
600423.SH,"煤化工,氮肥,化工原料",合成氨为原料的系列氨加工产品的生产和销售。,4293.40%
603729.SH,营销服务,电视广告媒介代理和广告全案服务业务。,85.00%
002333.SZ,"长江三角,其他建材,苹果概念","铝合金铸棒,铝合金挤压型材(含建筑铝型材,工业铝型材)及其加工产品的研发、生产和销售",102.10%
002656.SZ,"区块链,虚拟现实,服装",高级男装服饰的研发设计、品牌推广和零售管理。,26.00%
601258.SH,"独角兽,共享经济,新能源车,汽车销售,京津冀",汽车经销及维修养护。,67.70%
603557.SH,"网红直播,二胎概念,服饰辅料,新零售",童鞋、童装和儿童服饰配饰等的设计、研发、生产和销售,-51.30%
002336.SZ,"电商概念,新零售,超市,深圳特区,地摊经济",从事大卖场、综合超市及百货的连锁经营业务。,-1193.20%
002629.SZ,"油气设服,油价相关,天然气,石油天然气贸易",油气田技术服务和石化产品销售。,20.20%
600589.SH,"大数据,数据中心,边缘计算,化学新材料,云计算,新材料,国产软件","化工材料和互联网综合服务,氨基复合材料(新材料)、苯酐及增塑剂等化工材料的生产和销售。",-143.40%
600666.SH,"蓝宝石,其他专用机械,3D玻璃",蓝宝石晶体材料及蓝宝石制品的研发、生产和销售;硬脆材料精密加工专用设备的研发、设计、生产和销售;3D玻璃热弯机研发、生产和销售,-95.30%
300051.SZ,"区块链,互联金融,电商概念,创业板综,云计算,远程办公,网络游戏,其他互联网服务,RCS概念,国产软件",由企业邮箱、网站建设、网络域名及移动电子商务构成。,125.70%
002358.SZ,"特高压,垃圾分类,充电桩,核能核电,其他输变电设备,太阳能,风能",高低压配电成套装置、高压电器元器件的研发、生产和销售;变压器及变压器台成套系列产品的研发、设计、生产和销售;新能源发电场站及配套电力设施的研发、设计、生产、建设、施工、安装等;轨道交通铁路电气化系列产品的研发、设计、生产和销售;岸电设施、充电桩及节能减排设施的研发、设计、生产、销售及运维等。,105.00%
600234.SH,"网络游戏,壳资源,房地产服务",自有房屋租赁业务、高端红酒贸易业务和广告传媒业务。,117.60%
600702.SH,"成渝特区,白酒","酒类产品、玻瓶产品,中国名酒“沱牌曲酒”及其系列产品",788.40%
600539.SH,"壳资源,节能环保,其他家电","公司主要基于控股子公司龙净水业从事环保节能产品制造及水环境综合治理业务。其中包括:环保节能产品制造,水环境综合治理业务。",16.60%
000606.SZ,"区块链,创投,知识产权,大数据,其他互联网服务",企业互联网服务。,-663.70%
603863.SH,"造纸,粤港自贸,节能环保","从事环保再生纸的研发,生产和销售,是一家集废纸回收,环保造纸及涂布成型于一体,形成资源再生利用价值链的造纸企业,致力于为下游客户提供中高档,高性能,绿色环保的包装纸及各种功能用纸",12.10%
300313.SZ,"养殖,创业板综",种牛、奶牛的养殖、销售和进出口;种羊的养殖、销售和进出口;冻精、胚胎的生产、销售和进出口;生鲜牛乳的收购和销售(以上项目凭许可证经营);饲料种植、加工和销售;肉类的销售和进出口业务;相关畜牧科技咨询、技术服务等,-502.70%
002872.SZ,"成渝特区,二胎概念,医药商业,中药",医药制造与医药流通业务,-258.50%
600698.SH,"铁路基建,尾气治理,节能环保,汽车零部件",废气涡轮增压器、发动机进排气门及冷却风扇等发动机零部件的设计、开发、生产、销售。,135.80%
600365.SH,"电商概念,东北振兴,葡萄酒",果露酒、葡萄酒制造、销售;土特产品收购、加工;物资运输等。,197.90%
300367.SZ,"区块链,智慧城市,独角兽,生物识别,物联网,增强现实,大数据,虚拟现实,创业板综,商汤概念,专用计算机设备,云计算,智能机器,人工智能,国家安防,无人机,国产软件",城市视频监控管理平台的研发、制造、销售及提供相关技术服务。,-1.70%
603779.SH,葡萄酒,酿酒葡萄种植、葡萄酒生产及销售。,96.40%
600300.SH,"乳业,创投,抖音小店,二胎概念,电商概念,白酒,长江三角,生态农业,软饮料",从事豆奶粉、乳品、白酒和茶叶的生产、销售,15993.50%
600139.SH,"体育产业,新能源车,基本金属,黄金概念,其他非银行金融,锂电池",融资租赁业务及矿产资源板块,-121.10%
